lClass,facilName,majorSeq,mClass,totalCount
자연계열,"정밀응용과학,정밀화학과,코스메틱사이언스전공",484,정밀화학과,304
공학계열,"AI사이버보안전공,AI정보보안학과,IT소프트웨어보안학과,경찰정보보호학부(사이버경찰전공),경찰정보보호학부(정보보호전공),디지털보안전공,빅데이터・정보보호학과,사이버경찰전공,사이버보안공학과,사이버보안전공,사이버보안학과,사이버수사보안학부,스마트보안학과,스마트보안학부,스마트융합보안전공,스마트융합보안학과,안전공학부 정보보안공학전공,융합보안공학과,융합보안학과,인공지능사이버보안학과,정보관리보안학과,정보법과학전공,정보보안공학과,정보보안전공,정보보안학과,정보보안학전공,정보보호,정보보호학과,정보보호학부,정보보호학전공,정보통신공학부(정보보안전공),컴퓨터・정보보호학부,컴퓨터공학부(스마트보안전공),컴퓨터보안전공,컴퓨터정보공학부(정보보호전공),컴퓨터정보보안학과,해사인공지능・보안학부,해킹보안학과",488,정보보호학과,304
공학계열,"AIㆍSW학,AI데이터융합전공,AI데이터융합학부,AI범죄수사융합전공,AI정보공학과,AI학부,Dept. of Information System and Security,ICT 광역모집,ICT공학과,ICT공학부,ICT융합공학과,ICT융합학과,ICT융합학부(인공지능전공),ISE학과,IT 교육학부,IT계열,IT공학과,IT공학부,IT공학전공,IT융합통신공학과,IT융합학과,IT인공지능학부,IT전공,IT전자융합공학과,IT정보공학과,IT학과,IT학부 정보통신공학전공,글로컬IT전공,데이터공학과,데이터과학과 인공지능학부,데이터사이언스학과,데이터정보학과,도시철도시스템학과,디지털밀리터리학과,디지털정보공학과,빅데이터인공지능학과,소프트웨어응용전공,소프트웨어학부 인공지능전공,소프트웨어학부(사물인터넷(IoT)전공),소프트웨어학부(인공지능융합전공),스마트ICT융합공학과,스마트IoT전공,스마트IT학과,스마트IT학부,스마트융합공학부,스마트전자공학과,스마트정보기술공학과,스마트정보기술공학전공,스마트정보통신공학과,신산업융합학부(스마트ICT융합전공),융합과학수사학과,융합기술공학부 정보기술융합공학전공,응용정보공학전공,인공지능공학부,인공지능데이터사이언스학과,인공지능융합공학부,인공지능융합공학부 인공지능전공,인공지능융합공학부 정보통신소프트웨어전공,임베디드IT학부,임베디드시스템공학과,전기ㆍ전자ㆍ통신공학부,전기전자통신컴퓨터공학부,전자·정보통신공학과,전자·정보통신공학전공,전자IT미디어공학과,전자공학부(정보통신공학전공),전자및정보공학과,전자전기공학부(정보통신공학전공),전자전기정보공학부(전파융합공학전공),전자정보통신공학부,전자통신공학과,전자통신공학전공,전자통신전공,전파공학과,전파공학전공,전파정보통신공학과,전파정보통신공학전공,정보공학계열,정보공학전공,정보네트워크공학전공,정보시스템공학과,정보시스템공학전공,정보시스템전공,정보시스템통신공학과,정보시스템학과,정보전기전자공학전공,정보전자공학과,정보전자전공,정보제어공학과,정보제어전공,정보컴퓨터공학부,정보컴퓨터공학부 인공지능전공,정보컴퓨터공학부 컴퓨터공학전공,정보통신,정보통신・전자공학과,정보통신·멀티미디어공학부(정보통신공학전공),정보통신AI공학과,정보통신공학과,정보통신공학부,정보통신공학부(정보통신공학전공),정보통신공학전공,정보통신대학,정보통신보안전공,정보통신소프트웨어공학과,정보통신소프트웨어전공,정보통신융합공학과,정보통신융합공학부,정보통신전자공학부,정보통신학과,정보통신학부,정보통신학전공,정보학부 컴퓨터학전공,지능・데이터융합학부,지능・데이터융합학부 핀테크전공,지능시스템전공,지능실감미디어융합전공,지능정보공학전공,지능정보통신공학과,지능형통신공학과,지식정보학부,차세대통신학과,첨단IT학부,첨단공학부 AI전공,컴퓨터・통신공학부,컴퓨터·정보통신군사학과,컴퓨터소프트웨어학부(인공지능융합전공),컴퓨터정보공학과,컴퓨터정보공학부,컴퓨터정보통신공학과,컴퓨터정보통신공학부,컴퓨터정보통신공학부 정보통신공학전공,컴퓨터정보통신공학전공,컴퓨터통신무인기술학과,클라우드/빅데이터전공,통신공학과,통신공학전공,항공전자정보공학부,항공정보통신공학과,해킹보안학전공",490,정보통신공학과,304
사회계열,"Language & Diplomacy학부,국제학부(외교전공),글로벌인문경영융복합전공,글로벌인재학부(외교전공),글로벌정치・커뮤니케이션전공,안보융합학전공,언더우드 정치외교학전공,역사관광・외교학부(외교전공),외교・국제개발학부,외교・국제개발학부(외교전공),외교전공,정치・사회학부 정치외교학전공,정치·언론·국방학과,정치ㆍ언론학과,정치사회학부(정치외교학전공),정치안보국제학과,정치언론・국제학과,정치언론안보학과,정치외교학과,정치외교학부,정치외교학부(외교학전공),정치외교학부(정치학전공),정치외교학전공,정치학전공,정치행정학과,정치행정학부 정치외교학 전공,정치행정학전공,통일외교안보전공,통일학부",492,정치외교학과,304
자연계열,"BT융합제약공학과,바이오제약산업학부,생약자원개발학과,생약자원학과,식품생명제약공학부,식품제약공학부,제약・화장품학과,제약공학과,제약공학전공,제약바이오메디컬공학전공,제약바이오전공,제약바이오학과,제약생명공학과,제약화장품학과,한방보건제약학과,한약개발학과,한약개발학전공,헬스케어제약공학전공,혁신신약학과",494,제약공학과,304
공학계열,"AI자동화로봇학과,IT정보제어공학부(정보제어공학전공),기계제어공학부,스마트기기공학전공,스마트센서공학과,시스템제어공학과,원전ㆍ제어시스템공학전공,인공지능공학부(지능제어시스템공학전공),자율운항시스템공학과,자율주행학과,전기전자제어공학부 로봇제어계측공학전공,전기제어계측공학부,전기제어계측공학부 제어계측공학전공,전기제어공학과,전자·기계융합공학과,전자·제어공학과,제어계측공학과,제어계측공학전공,제어공학전공,철도운전시스템공학과,철도운전제어학과",495,제어계측공학과,304
공학계열,"제지공학과,제지공학전공,패키징학과,패키징학전공",498,제지공학과,304
공학계열,"녹지조경학과,도시환경예술디자인전공,산림과학.조경학부 조경학전공,산림자원・조경학부(조경학전공),산림조경학과,산림조경학부 환경조경학전공,산림조경학전공,생명자원학부 녹지조경학전공,생태조경디자인학과,생태조경학과,생태조경학전공,융합전공학부 조경학-경영학 전공,융합전공학부 조경학-환경생태도시학전공,전통조경학과,정원디자인전공,정원문화산업학과,조경・정원디자인학부,조경ㆍ정원디자인학과,조경도시학과,조경산림학과,조경전공,조경학과,조경학전공,환경조경디자인학과,환경조경학전공",503,조경학과,304
자연계열,"글로벌조리학과,글로벌조리학부 Lyfe조리전공,글로벌조리학부 글로벌조리전공,글로벌조리학부 폴보퀴즈조리전공,동양조리전공,동양조리학과,식품조리과학부,외식・조리학부,외식.조리학부,외식조리ㆍ제과제빵학과,외식조리제과제빵학과,외식조리학부 외식조리전공,웰빙조리창업학과,제과제빵창업전공,조리과학과,조리서비스경영전공,조리예술학부,조리학과,한국식품조리학과,한식조리학과,항공호텔조리학부(호텔조리전공),호텔외식조리학전공",504,조리과학과,304
공학계열,"글로벌조선학과,조선·해양공학과,조선공학과,조선시스템학과,조선해양공학과,조선해양공학과(조선해양생산트랙),조선해양공학과(조선해양설계트랙),조선해양공학전공",505,조선공학과,304
예체능계열,"미술학부(조소전공),입체조형학부 조소전공,조소,조소과,조소전공,조소전공(신)",507,조소학과,304
예체능계열,"가구조형전공,공간조형디자인학과,금속조형디자인과,금속조형디자인전공,디자인조형학과,디자인조형학부,문화조형디자인전공,문화콘텐츠학부(현대조형미디어전공),미술학부 조형예술전공,생활조형디자인학과,세라믹디자인전공,융합예술학부(생활조형디자인학전공),융합조형디자인전공,입체조형예술전공,입체조형학과,입체조형학부,입체조형학부 입체캐릭터전공,조형미술전공,조형예술・디자인학과,조형예술과,조형예술대학,조형예술학과,조형예술학부,조형학과,조형학부,판화과,한지공간조형디자인전공,한지공간조형디자인학과",508,조형디자인학과,304
교육계열,"기독교교육과,기독교교육학과,기독교교육학전공",510,종교교육과,304
인문계열,"대순종학과,목회사역학과,목회실천학부,선명상상담학전공,성서학과,원불교학과,원불교학부,종교문화학,종교문화학과,종교문화학부,종교문화학전공,종교학과,크리스천리더십학과",511,종교학과,304
인문계열,"글로벌학부(중국학전공),아시아중동학부 중국학전공,중국학,중국학과,중국학부,중국학전공",516,중국학과,304
인문계열,"글로벌언어문화학부(중국어중국학전공),글로벌커뮤니케이션학과(중화통상비즈니스전공),동아시아학부(중어중문학전공),비즈니스중국어학과,선교중국어학과,아시아문화학부(중국어문학전공),아시아어문학부(중어중문학전공),아시아언어문화학부(중국어문화학전공),외국어자율전공학부 중국어전공,외국어학부(중국어전공),응용중국어통번역전공,중국문학전공,중국문화ㆍ비즈니스학과,중국어・중국학전공,중국어과,중국어권지역학전공,중국어문·문화학과,중국어문전공,중국어문학과,중국어문화영상융합학과,중국어문화콘텐츠학,중국어문화학과,중국어전공,중국어중국통상학과,중국어중국학과,중국어통번역학과,중국어학과,중국어학부,중국언어문화전공,중국언어문화콘텐츠학과,중국언어문화학과,중국언어문화학부,중국언어와문화학과,중국통상・문화학과,중국학부(중국어전공),중국학부(중국지역통상전공),중어중국학과,중어중국학전공,중어중문전공,중어중문학,중어중문학과,중어중문학부,중어중문학전공,중일언어문화학과,한중통번역전공",520,중어중문학과,304
교육계열,"과학교육학부 지구과학교육전공,지구과학교육과,지구과학교육전공",522,지구과학교육과,304
자연계열,"공간정보공학과,공간정보시스템공학전공,국토정보학부 공간정보전공,드론공간정보공학과,위성정보융합공학전공",524,지구정보공학과,304
공학계열,지구해양과학과,525,지구해양과학과,304
자연계열,"과학기술학부(지구환경과학전공),생태환경관광학부(생물응용전공),생태환경시스템학부 산림환경자원전공,생태환경시스템학부 식물자원환경전공,지구시스템공학과,지구시스템과학과,지구시스템과학부(지질학전공, 천문대기과학전공, 해양학전공)",523,지구환경과학과,304
교육계열,"사회교육학부 지리교육전공,지리교육과,지리교육전공",526,지리교육과,304
자연계열,"위치정보시스템학과,지리학과,지리학과(자연계열)",529,지리학과,304
사회계열,"도시・지역계획학과,로컬크리에이터학과,지역개발학부,지역건설공학과,지역건설공학전공,지역기반공학전공,지역기반도시재생융합전공,지역사회개발・복지학과,지역사회개발학과,지역사회개발학전공,지역사회과학부,지역자원시스템공학과,지역자원시스템공학전공,지역특화산업학부",533,지역개발학과,304
자연계열,"지적학과,지적학전공",536,지적학과,304
자연계열,"지구시스템과학부 지질학전공,지질·지구물리학부,지질과학과,지질학과,지질학전공,지질환경과학과",537,지질학과,304
자연계열,"물리·천문학부(천문학전공),천문대기과학과,천문우주학과",541,천문학과,304
인문계열,"동양상담복지학과,동양철학과,미학과,아시아언어문화학부(철학전공),얼굴경영학과,역사·철학상담학과,역사철학부(철학전공),윤리문화학과,융합전공학부 철학-동아시아문화학 전공,철학,철학ㆍ상담전공,철학ㆍ상담학과,철학과,철학상담학전공,철학생명의료윤리학과,철학윤리문화학부 독어문화학 전공,철학윤리문화학부 윤리문화학 전공,철학윤리문화학부 철학전공,철학전공",548,철학과,304
사회계열,"글로컬융합학부(평생교육ㆍ청소년학전공),아동청소년교육학과,아동청소년학과,아동청소년학전공,청소년교육 ・ 상담학과,청소년교육상담전공,청소년교육상담학과,청소년교육상담학전공,청소년문화・상담학과,청소년복지전공,청소년상담ㆍ평생교육학과,청소년상담교육학과,청소년상담복지학과,청소년상담심리전공,청소년상담심리학과,청소년상담학과,청소년지도ㆍ아동학부,청소년지도학과,청소년코칭상담학과,청소년학과,청소년학전공",550,청소년지도학과,304
교육계열,"체육교육과,체육교육과(심화전공),체육교육학과",551,체육교육과,304
예체능계열,"Do-ing대학,K-sports태권도학과,골프과학과,국제스포츠학과,국제스포츠학부,국제스포츠학부 골프전공,국제스포츠학부 국제스포츠전공,글로벌스포츠산업전공,미래라이프융합학부,미래스포츠융합학과,생활체육전공,생활체육지도과,생활체육지도학과,생활체육학전공,스포츠경영전공,스포츠공무원학부,스포츠과학부 스포츠과학전공,스포츠문화전공,스포츠문화학과,스포츠비즈니스전공,스포츠사이언스전공,스포츠산업・복지학과,스포츠산업전공,스포츠앤테크놀로지학과,스포츠운동과학과,스포츠융합경영학과,스포츠융합과학과,스포츠융합학부,스포츠응용산업학과,스포츠전공,스포츠학과,스포츠학부,시범문화전공,액티브시니어학과,예체능학부 스포츠복지전공,웰니스스포츠과학전공,체육계열,체육과학부,체육과학전공,체육전공,체육학,체육학과,체육학부,체육학부 생활체육학전공,체육학부 체육학전공,체육학부(스포츠과학전공),체육학부(체육),체육학부(체육학전공),체육학전공,태권도학과,휴먼스포츠학부,휴먼헬스케어학과",552,체육학과,304
교육계열,"과학교육과(심화과정),교육학과(심화과정),국어교육과(심화과정),미술교육과(심화과정),수학교육과(심화과정),실과교육과,실과교육과(심화과정),영어교육과(심화과정),유아ㆍ특수교육과(심화과정),윤리교육과(심화과정),음악교육과(심화과정),체육교육과(심화과정),초등과학교육과(심화과정),초등교육과,초등교육학과,초등교육학과(심화과정),초등국어교육과(심화과정),초등미술교육과(심화과정),초등사회과교육과(심화과정),초등사회교육과(심화과정),초등생활과학교육과(심화과정),초등수학교육과(심화과정),초등실과교육과(심화과정),초등영어교육과(심화과정),초등유아교육과(심화과정),초등윤리교육과(심화과정),초등음악교육과(심화과정),초등체육교육과(심화과정),초등컴퓨터교육과(심화과정),컴퓨터교육과(심화과정)",554,초등교육과,304
자연계열,"동물사육학전공,말산업학과,식품생명·축산과학부,식품생명·축산과학부 축산학전공,축산과학부,축산과학전공,축산생명공학과,축산생명학과,축산식품과학과,축산식품과학전공,축산식품생명공학과,축산학과,축산학전공",557,축산학과,304
의약계열,치기공학과,10054,치기공학과,304
의약계열,치위생학과,10013,치위생학과,304
의약계열,"치의예과,치의예과(자연계열),치의학과",564,치의예과,304
예체능계열,"글로벌미디어커뮤니케이션전공,디자인·영상학부 커뮤니케이션디자인전공,디자인학부 미디어디자인전공,디자인학부 시각디자인전공,디자인학부 커뮤니케이션디자인전공,미디어문화커뮤니케이션학과,시각커뮤니케이션디자인전공,영상커뮤니케이션학부,커뮤니케이션디자인,커뮤니케이션디자인과,커뮤니케이션디자인전공,커뮤니케이션디자인학과,커뮤니케이션문화학부,커뮤니케이션콘텐츠전공,콘텐츠디자인학과,콘텐츠융합디자인학부,테크노프로덕트디자인학과",566,커뮤니케이션디자인학과,304
공학계열,"AI・데이터공학부,AI・빅데이터학과,AI・컴퓨터공학과,AI미래융합학부,AI빅데이터공학과,AI빅데이터융합학과,AI빅데이터전공,AI빅데이터학과,AI빅데이터학부,AI응용학과,AI자율주행시스템공학과,AI컴퓨터공학과,AI컴퓨터공학부,AI컴퓨터공학전공,AI컴퓨터전자융합공학과,AI학과,Dept. of Computer Engineering,IT운영관리전공,IT융합학부 컴퓨터공학전공,IT정보공학부(컴퓨터시스템공학전공),IT학부 컴퓨터공학전공,글로벌IT공학전공,글로벌융합공학과,데이터사이언스융합전공,데이터사이언스전공,디지털ICT공학과,디지털보안학과,디지털소프트웨어공학부,비주얼테크놀로지전공,빅데이터AI학부,빅데이터클라우드공학과,산업ICT기술공학전공,산업데이터사이언스학부,소프트웨어&서비스컴퓨팅전공,소프트웨어미디어・산업공학부,소프트웨어학부(컴퓨터정보공학전공),스마트IT전공,스마트공학부 컴퓨터공학전공,스마트융합공학부 컴퓨터전공,스마트컴퓨터융합공학과,스마트컴퓨팅학전공,융합공학과,융합컴퓨터·미디어학부,응용컴퓨터공학과,의료인공지능학과,의료전산학 전공,인공지능,인공지능・빅데이터공학전공,인공지능공학과,인공지능공학부(컴퓨터공학전공),인공지능대학,인공지능로봇공학전공,인공지능빅데이터학과,인공지능소프트웨어학과,인공지능융합학과,인공지능융합학부,인공지능응용학과,인공지능전공,인공지능학과,인공지능학부,전기・전자통신・컴퓨터공학부,전기·전자·컴퓨터공학부 컴퓨터공학과,전기컴퓨터공학부 정보컴퓨터공학전공,전산학부,정보·컴퓨터공학부,정보·컴퓨터공학부 컴퓨터공학전공,지능・데이터융합학부 빅데이터융합전공,지능・데이터융합학부 휴먼지능정보공학전공,지능미디어공학과,지능정보융합학부,지식콘텐츠전공,컴퓨터・AI공학과,컴퓨터・AI공학부 AI학과,컴퓨터・AI공학부 컴퓨터공학과,컴퓨터・데이터공학부,컴퓨터・데이터공학부 컴퓨터공학전공,컴퓨터・미디어・산업공학부,컴퓨터・미디어・산업공학부 미디어공학전공,컴퓨터・미디어・산업공학부 컴퓨터공학전공,컴퓨터&인터넷공학전공,컴퓨터ㆍ인공지능공학부,컴퓨터공학과,컴퓨터공학부,컴퓨터공학부 컴퓨터공학전공,컴퓨터공학부(빅데이터전공),컴퓨터공학부(컴퓨터공학전공),컴퓨터공학전공,컴퓨터소프트웨어학부(임베디드소프트웨어전공),컴퓨터소프트웨어학부(컴퓨터정보공학전공),컴퓨터융합공학과,컴퓨터융합학부,컴퓨터응용과학부,컴퓨터응용수학부,컴퓨터인공지능학부,컴퓨터전공,컴퓨터정보공학부(컴퓨터공학전공),컴퓨터정보공학전공,컴퓨터정보통신공학부 컴퓨터공학전공,컴퓨터정보통신공학부(컴퓨터정보공학전공),컴퓨터학,컴퓨터학과,컴퓨터학부,컴퓨터학부(플랫폼소프트웨어전공, 데이터과학전공),컴퓨팅계열,클라우드공학과,항공컴퓨터전공,항공컴퓨터학과,휴먼디지털인터페이스학부",569,컴퓨터공학과,304
공학계열,"AI융합대학,Computer Science학과,SW융합학부 컴퓨터과학전공,컴퓨터과학과,컴퓨터과학부,컴퓨터과학부 컴퓨터과학전공,컴퓨터과학전공",570,컴퓨터과학과,304
교육계열,"컴퓨터교육과,컴퓨터교육과(심화전공)",571,컴퓨터교육과,304
예체능계열,"3D디자인게임애니메이션학부,CG디자인학과,ICT융합디자인학과,IT디자인학과,가상현실콘텐츠전공,멀티디자인학과,컴퓨터디자인과,피규어메타버스전공",575,컴퓨터디자인학과,304
공학계열,"건설·도시공학부 토목공학전공,건설공학부 토목공학전공,건설방재융합공학과,건설방재학과,건설융합학부 토목공학전공,건설환경ㆍ철도공학과,건축・토목공학과(토목공학트랙),건축도시토목공학부(토목공학전공),공항토목전공,농업토목.생물산업공학부 농업토목공학전공,농업토목공학과,사회기반시스템공학부(건설환경플랜트공학전공),사회에너지시스템공학과,사회환경공학과,사회환경플랜트공학과,스마트건축토목공학부,스마트그린공학부 건설시스템공학전공,스마트인프라공학과,스마트항만공학전공,인간환경융합공학부 토목공학과,재난안전건설학과,재난안전공학과,지역환경토목학과,철도건설공학과,철도건설시스템학부 건축공학전공,철도건설시스템학부 철도건설시스템전공,철도건설안전공학과,철도건설환경시스템학과,철도인프라공학과,철도인프라시스템공학전공,토목・환경공학전공,토목/환경/자원.에너지공학부,토목/환경/자원ㆍ에너지공학부(토목공학전공),토목건축공학과,토목공학과,토목공학부,토목공학전공,토목교통공학부,토목도시공학부,토목방재공학과,토목안전환경공학과,토목재난안전공학과,토목환경공학과,토목환경공학전공,토목환경화공융합공학부,해외건설플랜트학과",588,토목공학과,304
자연계열,"ICT・빅데이터학부(자연),Social Science & AI융합학부,국가통계전공,금융정보통계학과,데이터경영학과,데이터경영학전공,데이터과학과,데이터과학부,데이터사이언스학부,데이터사이언스학전공,데이터정보과학부,데이터테크전공,디지털금융정보전공,물류통계정보학과,빅데이터･금융통계학부,빅데이터·응용통계학전공,빅데이터금융공학융합전공,빅데이터분석전공,빅데이터사이언스학과,빅데이터사이언스학부,빅데이터융합학과,빅데이터응용통계학과,빅데이터응용학과,빅데이터전공,빅데이터학과,수리통계데이터사이언스학부,수학・정보통계학부 정보통계학전공,수학응용통계학부,수학통계학과,수학통계학부(통계전공),스마트빅데이터전공,응용통계학,응용통계학과,응용통계학전공,응용통계학전공/수학통계학부,임상의학통계전공,전산통계학과,전자전기정보공학부(데이터사이언스전공),정보통계・보험수리학과,정보통계학과,정보통계학전공,정보학부 정보통계학전공,컴퓨터통계학과,통계・데이터과학과,통계・데이터사이언스전공,통계데이터과학전공,통계데이터사이언스학과,통계학과,통계학전공,헬스케어빅데이터전공",591,통계학과,304
인문계열,"수어통역교육전공,수어통역문헌정보학과,수화통역학과,영어영문학부 영어통번역학전공,영어통번역전공,영어통번역학과,영어통번역학부,영어통번역학전공,영어통상통역학과,영어학부(영어통번역전공),응용영어통번역학과,통・번역학전공,한・베트남통역전공,한국어교육학부(한국어통번역학전공)",10034,통번역학과,304
교육계열,"유아특수교육과,유아특수교육학과,유아특수보육학전공,중등특수교육과,중등특수교육전공,중등특수교육학과,청각학전공,초등특수교육과,초등특수교육전공,초등특수교육학과,특수(통합)교육과(심화과정),특수ㆍ통합교육과(심화전공),특수교육과,특수교육과(유아특수교육),특수교육과(중등특수교육),특수교육과(중등특수교육전공),특수교육과(초등특수교육),특수교육과(초등특수교육전공),특수교육학과,특수교육학부,특수창의융합학과,한국수어교육전공",592,특수교육학과,304
교육계열,"특수체육교육과,특수체육교육과(고양),특수체육교육학과,특수체육전공,특수체육학,특수체육학계열,특수체육학과,특수체육학전공,특수체육학트랙,헬스피트니스학과",21024,특수체육교육과,304
예체능계열,"K-뷰티융합학부 패션디자인전공,K뷰티패션학과,건축・디자인・패션대학 패션디자인학과,공연예술패션학과,글로벌패션산업학부,디자인・아트학부,디자인학부 패션디자인전공,디자인학부 패션산업디자인전공,디자인학부(패션디자인전공),디자인학부(패션전공),라이프스타일디자인학부(섬유・패션디자인전공),무대패션전공,미술·디자인학부(패션디자인),뷰티패션디자인전공,섬유패션디자인학부 패션디자인전공,섬유패션디자인학부(섬유공학전공, 패션디자인전공),아트앤패션디자인학과,아트앤패션전공,의류디자인학과,의상디자인전공,의상디자인학과,텍스타일디자인과,패션・주얼리디자인학부,패션・주얼리학부,패션디자인,패션디자인・비즈니스학과,패션디자인과,패션디자인과(예체능),패션디자인및브랜딩학과,패션디자인산업전공,패션디자인산업학과,패션디자인전공,패션디자인전공(섬유・패션학부),패션디자인정보학과,패션디자인학과,패션디자인학전공,패션뷰티경영학과,패션뷰티학부 패션디자인전공,패션산업디자인과,패션산업학과,패션스타일링학과,패션코스메틱디자인전공,패션학부(패션디자인전공),한국복식과학학과",10156,패션디자인학과,304
인문계열,"유럽중남미학부 프랑스학전공,프랑스문화콘텐츠전공,프랑스어・프랑스학전공,프랑스어전공,프랑스학과",609,프랑스학과,304
예체능계열,"건반악기과,건반음악전공,기악과(피아노전공),문화예술학부 피아노전공,예술학부(피아노전공),음악과(피아노전공),음악학과 피아노전공,음악학부 피아노전공,음악학부(피아노전공),클래식피아노전공,피아노과,피아노전공,피아노학과,피아노학부,피아노학부 피아노교육전공,피아노학부 피아노연주전공",612,피아노학과,304
인문계열,"관광비즈니스한국어학과,국제예술ㆍ한국어학부,국제예술ㆍ한국어학부 한국어교육전공,국제학부(글로벌한국학전공),국제한국어교육전공,국제한국어전공,국제한국어학과,글로벌복지한국어학과,글로벌한국어과,글로벌한국어교육학과,글로벌한국어문화학과,글로벌한국어전공,글로벌한국어학과,글로벌한국융합학부,글로벌한국학부,다문화한국어학과,외국어로서의 한국어교육학과,외국어로서의 한국어교육학전공,외국어로서의한국어교육전공,외국어로서의한국어통번역전공,직무한국어번역,한국어・다문화학부,한국어교원학과,한국어교육ㆍ문화콘텐츠학과,한국어교육다문화학과,한국어교육문화학과,한국어문학창작학부,한국어전공,한국어학과,한국어학부,한국어학전공",613,한국어학과,304
교육계열,한문교육과,615,한문교육과,304
인문계열,한문학과,616,한문학과,304
자연계열,"바이오한약자원학과,바이오한약학전공,한약자원개발학과,한약자원학과,한약재산업학과,한약재약리학과",10001,한약자원학과,304
의약계열,한약학과,618,한약학과,304
의약계열,"한의예과,한의예과(자연계열),한의학과",619,한의예과,304
사회계열,"관광학부 항공서비스전공,관광항공경영학전공,관광항공서비스학 전공,글로벌관광경영학부 항공관광전공,글로벌관광학부 항공서비스전공,글로벌항공서비스학과,융합경영학부 항공경영학전공,중국항공운항서비스학과,항공・공항서비스경영전공,항공공항서비스계열,항공관광학부,항공관광학전공,항공보안경호학과,항공보안학과,항공비즈니스학과,항공산업공학과,항공서비스경영학과,항공서비스무역학과,항공서비스전공,항공서비스학과,항공서비스학부,항공서비스학전공,항공운항서비스학과,항공학부 항공서비스학전공,항공호텔서비스학과",10029,항공서비스학과,304
공학계열,"기계우주항공공학부,기계우주항공공학부(우주항공공학전공),기계항공공학부,기계항공우주공학부,기계항공정보융합공학부(항공우주 및 소프트웨어공학전공),스마트이동체융합시스템공학부(항공우주공학전공),우주공학부,우주항공드론공학부(우주항공공학전공),우주항공드론공학부(항공시스템공학전공),우주항공시스템공학부,우주항공시스템공학부(우주항공공학전공),우주항공시스템공학부(항공시스템공학전공),융복합시스템공학부 항공위성시스템전공,항공・교통・물류・우주법학부,항공・기계설계전공,항공기계공학과,항공기계정비학과,항공기계학과,항공모빌리티학과,항공시스템공학과,항공시스템공학과(전문),항공안전관리학과,항공우주공학과,항공우주공학부,항공우주공학전공,항공우주모빌리티전공,항공우주및기계공학부,항공우주및소프트웨어공학부,항공우주시스템공학과,항공우주시스템공학전공,항공우주정보시스템공학과,항공정비기계학과",624,항공우주공학과,304
공학계열,"국제교류학부 항공운항관리전공,스마트드론공학과,항공교통관리학과,항공교통물류전공,항공교통물류학과,항공교통물류학부,항공대학,항공시스템계열,항공안전관리학전공,항공운송학과,항공운항과,항공운항전공,항공운항학과,항공인프라시스템학과,항공전자공학과,항공정비공학과,항공정비융합전공,항공정비전공,항공정비학과,항공정비학전공,항공학부,항공학부 항공운항학전공,항공학부 항공정비학전공,헬리콥터UAM조종학과,헬리콥터운항학전공,헬리콥터조종학과",626,항공운항학과,304
공학계열,"국제해사수송과학부,항해융합학부,항해정보시스템학부,항해학부,해상운송학부",629,항해학과,304
사회계열,"기관·해양경찰학부,해양경찰시스템학과,해양경찰학과,해양경찰학부,해양경찰학부(기관전공),해양경찰학부(항해전공, 기관전공),해양경찰학부(항해전공),해양경찰학전공,해양산업경찰학과,해양안보학전공,해양행정학과",630,해양경찰학과,304
공학계열,"기계·산업경영공학부 조선해양플랜트공학과,기관공학과,기관공학부,미래산업융합학과,선박해양공학과,스마트오션모빌리티공학과,스마트이동체융합시스템공학부(선박해양공학전공),스마트조선시스템학과,지구시스템과학부 해양학전공,첨단해양모빌리티학과,해상운송시스템학부,해양공학과,해양과학과,해양기술학부,해양메카트로닉스학부,해양모빌리티학과,해양바이오시스템공학과,해양산업・운송과학기술학부,해양산업·운송과학기술학부(마린엔지니어링전공),해양산업ㆍ운송과학기술학부(기관공학전공),해양산업ㆍ운송과학기술학부(해양수산관리전공),해양융합공학과,해양컴퓨터공학과,해양토목공학과,해양학과,해양학전공,환경해양건설공학과",631,해양공학과,304
자연계열,"생명해양과학부,수산생명과학부,수산생명의학전공,해양과학융합학부(해양생물공학전공, 수산바이오공학전공),해양바이오식품학과 해양바이오전공,해양분자생명과학과,해양생명과학과,해양생명과학부,해양생명과학전공,해양생명응용과학부(해양생명과학전공),해양생명응용과학부(해양생물공학전공),해양생물자원학과,해양생산과학전공,해양융합과학과",342,해양생명과학과,304
예체능계열,"레저해양스포츠학과,해양레저관광학과,해양레저학과,해양스포츠ㆍ레저융합학과,해양스포츠과학과,해양스포츠전공,해양스포츠학과,해양체육학과,해양치유레저학과",633,해양스포츠학과,304
공학계열,"기관시스템공학과,기관시스템공학부,조선해양시스템공학과,조선해양시스템공학부,조선해양시스템공학전공,첨단운송기계시스템학과,해양생산시스템관리학부,해양시스템공학과,해양시스템공학부",634,해양시스템학과,304
자연계열,"식의약・원예・해양자원학부,해양과학융합학부(해양환경학전공),해양산업융합학과,해양생산관리학과,해양생산학전공,해양생태환경학과,해양수산자원학과,해양심층수융복합학과,해양심층수학과,해양자원육성학과",635,해양자원학과,304
