summary,salery,jobdicSeq,job,aptitude,capacity,major_seqs,major_names
"- 간호사는 의료기관에서 환자의 건강을 회복, 유지하고 증진하도록 돕는 전문적인 의료활동을 수행한다. 

- 환자의 상태파악을 위해 혈압, 체온 등을 측정하고, 약품을 투여하거나 외상 치료를 하면서 환자의 상태와 반응을 관찰, 기록하여 결과를 의사에게 알린다.

- 수술 또는 분만시술 중인 의사 및 해당 환자를 돕고, 간호활동에 관한 기록을 수집하여 관련 문제에 대해 조언하기도 한다.

- 의사가 부재 할 경우 비상조치를 시행할 수 있으며, 의사의 진료를 도우며 의사의 처방이나 규정에 따라 치료를 행한다.

- 환자나 가족들에게 치료, 질병에 대한 설명을 해준다.

- 체온, 맥박, 혈압 등을 통해 환자의 상태를 살피고 약물투여나 외상치료를 하면서 환자의 반응을 관찰한다.

- 건강에 관한 계획을 수립하고 보건활동을 수행한다.

- 13개의 분야로 전문간호사가 나뉘어지며, 가정전문간호사, 감염관리전문간호사, 보건전문간호사, 마취전문간호사, 노인전문간호사, 산업전문간호사, 응급전문간호사, 정신전문간호사, 중환자전문간호사,  호스피스전문간호사, 종양전문간호사, 아동전문간호사, 임상전문 간호사이다.",3천만원 ↑,354,간호사,"- 간호사는 응급상황 시 빠르게 대처할 수 있는 순발력 및 판단력이 필요하며 전문 의학 용어와 생물, 심리 등에 대한 기본 지식이 요구된다. 

- 정확하고 꼼꼼한 성격을 가진 사람에게 유리하며, 의료진 및 환자들과 원활한 의사소통을 할 수 있는 능력과 다른 사람을 잘 배려하고 봉사하는 마음이 있어야 한다. 

- 현실형과 사회형의 흥미를 가진 사람에게 적합하며, 사회성, 정직성, 신뢰성 등의 성격을 가진 사람들에게 유리하다.","간호사, 조산사",10,간호학과
"- 간호조무사는 각종 의료기관에서 의사 또는 간호사의 지시 하에 환자의 간호 및 진료에 관련된 업무를 보조한다.

- 환자가 내원하면 안내해주고, 각종 의료검사 및 투약 업무를 보조한다. 

- 환자의 체온, 맥박, 호흡 수 등을 측정하며, 간호를 보조한다.

- 의사나 간호사의 지시에 따라 환자를 치료하고 치료내용을 기록한다.

- 치료에 쓰이는 의약품을 관리하며 의료기구 및 물품을 살균, 소독한다.

- 환자의 상태를 꼼꼼히 살피며, 환자의 운동이나 활동을 돕는다. 

- 환자의 접수 및 수납업무, 각종 문서를 관리·보관하는 등의 원무업무를 돕는다.

- 병원에서 사용하는 약품이나 붕대 등의 의약품을 소독하여 보관·관리하며, 의료기구 및 물품을 소독·살균하는 업무도 수행한다.

- 환자의 검사물이나 진료결과를 의사 또는 간호사에게 전달하며, 환자의 입ㆍ퇴원 수속과 수발 등의 진료 보조 업무를 수행한다.",2천만원 ↑,355,간호조무사,"- 환자에 대한 배려심과 봉사심, 희생정신이 요구된다. 

- 의료관련 물품 및 기기에 대한 지식을 가지고 있어야 하며, 응급상황 시 빠르게 대처할 수 있는 순발력과 판단력이 요구된다. 

- 의료진과 직원, 환자들과 원활하게 의사소통을 할 수 있는 능력이 요구된다. 

- 사회형과 현실형의 흥미를 가진 사람에게 적합하며,  협조, 남에 대한 배려, 사회성, 정직등의 성격을 가진 사람들에게 유리하다.",간호조무사,,
"- 감정평가사는 동산(공장, 자동차, 항공기 등), 부동산(토지, 건물, 아파트, 임야 등), 무형 자산 등의 경제적 가치를 평가하여 그 결과를 화폐가치로 산정한다. 
- 공시지가의 조사 평가, 국세, 지방세 등의 부과 기준 가격 산정을 위한 감정 평가, 공익사업을 위한 보상 평가, 금융 기관 등의 담보 평가, 법원 경매 물건 평가 등을 담당한다.
- 감정 평가 의뢰서를 작성하고 대상물의 감정 목적을 감안하여 감정 계획을 세운다.
- 대상물의 가격에 미치는 모든 요인을 확인하여 대상 물건의 부동산 가격을 조사하고, 해당 물건의 용도, 입지 조건, 주변 시설 등 지역 특성을 살핀다.
- 모든 요인을 종합하여 최적의 감정 방법을 선정, 가격을 환산한 후 감정서를 작성한다.
- 유무형의 재산에 대한 경제적 가치를 판정하여 그 결과를 가액으로 표시한다.",4천만원 ↑,198,감정평가사,"- 수치와 통계를 계산하고 적용할 수 있는 수리능력, 공간지각력, 판단 및 의사결정능력을 갖추어야 한다. 
- 꼼꼼하고 세밀한 성격을 가진 사람이 유리하며 이해관계에 따라 감정평가의 결과가 좌우되지 않도록 공정성과 신뢰성, 책임감 등과 같은 엄격한 직업의식이 요구된다.
- 현실형과 탐구형의 흥미를 가진 사람에게 적합하며, 정직, 신뢰, 독립성 등의 성격을 가진 사람들에게 유리하다.",감정평가사,"25, 29, 79, 86, 117, 118, 424, 169, 195, 203, 220, 221, 236, 250, 285, 324, 456, 533, 662","경제학과, 고고학과, 금속공학과, 기계공학과, 도시계획학과, 도시공학과, 문화인류학과, 문화재과, 반도체학과, 법학과, 부동산과, 부동산학과, 사학과, 산업공학과, 세라믹공학과, 신소재공학과, 재료공학과, 지역개발학과, 회계학과"
"- 개그맨은 주로 텔레비전이나 라디오 프로그램에 출연하여 말과 몸짓으로 사람들에게 웃음을 전달한다. 
- 단막극 형식의 짧은 희극을 창작하여 사람들을 즐겁게 할 수 있는 언어와 행동을 한다. 
- 개인 또는 단체로 대사 연습을 하고, 무대나 드라마에서 사람들을 즐겁게 할 수 있는 연기를 한다.
- 코미디언이나 개그맨은 익살스러운 대사나 행동으로 연기하는 사람을 말하며, 방송 출연 전 아이템 회의부터 프로듀서, 작가와 협력하여 대본을 만들고 연습한다.",2천만원 ↑,281,개그맨,"- 신속한 상황판단능력과 재치를 가지고 사람들을 재미있게 웃길 수 있는 능력이 요구된다. 
- 새로운 개그 또는 희극 아이디어를 창출해낼 수 있는 창의성이 요구되며, 매일 새로운 아이디어를 도출해내야 한다는 스트레스를 잘 견디어낼 수 있는 성격의 소유자가 적합하다.  
- 무엇보다 사람들에게 웃음을 선사하는 일에 적성과 소질이 있어야 하며, 끊임없는 자기 변신의 노력과 연기에 대한 열정이 요구된다. 
- 예술형과 진취형의 흥미를 가진 사람에게 적합하다.",,"354, 351, 352","방송연예과, 연극영화과, 연극영화학과"
"- 건물도장원은 건축 구조물의 표면에 도료(페인트, 라커 등)를 입혀 제품과 건축물을 아름답게 하고 오랫동안 보존할 수 있도록 한다. 

- 도면이나 지시서를 숙지하고 도장 당일의 온도, 습도, 바람, 환기조건 등의 환경조건을 살핀다. 

- 도장시 공면을 매끄럽게 하기 위하여 스크레퍼(긁개), 쇠슬, 사포 등을 사용하여 묵은 페인트나 거친부위를 긁어낸다. 

- 퍼티스크레퍼를 사용하여 못구멍, 균열부분, 봉합면을 퍼티, 몰타르 등을 발라 고르게 하고 건조한 후 사포질을 한다. 

- 페인트에 희석제를 섞거나 색조를 혼합하고 솔, 롤러, 분사기 등을 사용하여 지정된 표면에 페인트,래커 등을 칠한다.",3천만원 ↑,65,건물도장원,"- 도장 대상의 기능과 분위기에 맞는 적절한 재료를 선별할 수 있어야 하며, 꼼꼼하고 정확하게 도장 공사를 수행할 수 있는 주의력, 꼼꼼함, 정확성이 요구된다. 

- 아파트 등 고층건물의 외벽을 도장하는 경우에는 빈혈이나 고소공포증이 없어야 한다. 

- 예술형과 탐구형의 흥미를 가진 사람에게 적합하며, 혁신, 꼼꼼함, 독립성 등의 성격을 가진 사람들에게 유리하다.",건축도장기능사,"17, 85, 10050","건축공학과, 금형설계과, 산업설비자동화과"
"- 건설견적원은 도로, 교량, 건축구조물, 전기 및 기계 등의 설비 및 시공비용 등을 분석하고 이에 대한 견적서를 작성하는 일을 담당한다. 
- 계약입찰, 시가견적, 설계도면 및 내역서에 기초하여 건설 사업에 필요한 자재, 노동력 및 장비에 대해 가능한 비용견적서를 작성한다. 
- 정보를 수집하여 공사 입찰방법, 경쟁업체 등을 파악하고, 전산기준에 맞게 정확한 수량을 산출하고 이상유무를 확인·수정한다. 
- 견적서를 취합하고, 각종 공사의 입찰결과 분석자료를 활용하여 낙찰가능한 입찰금액을 파악한다. 
- 공사규모에 따른 적정한 인원구성을 산출하고 견적에 적용하여 전체적인 공사비를 산출하며, 입찰내역서, 협력업체 등 입찰관련 서류를 작성한다.",4천만원 ↑,1130,건설견적원,"- 건설 및 토목 공사의 전 과정에 대한 지식과 건설 공사의 설계도면을 분석하여 건설 공사의 시공에 필요한 비용계산을 정확하게 산출해낼 수 있는 능력이 요구된다. 
- 공사 시공의 입찰에 참여, 매매계약을 성사시킬 수 있는 협상력과 정확한 판단력이 요구된다.  
- 진취형과 관습형의 흥미를 가진 사람에게 적합하며, 꼼꼼함, 분석적 사고, 책임감 등의 성격을 가진 사람들에게 유리하다.",,"17, 18, 20, 588, 590","건축공학과, 건축과, 건축학과, 토목공학과, 토목과"
"- 건설공사품질관리원은 공정관리에 따라 건설자재에 대한 품질시험을 실시하고, 건설 재료의 품질과 안정성을 검사하여 부실 공사를 방지하고 건설 사고를 예방하는 일을 담당한다. 
- 건설 설계도를 검토하여 품질보증계획서 혹은 품질시험계획서를 작성하고, 건설 현장의 토질과 지반이 예정된 건설 공사에 적합한지 검사한다. 
- 계측기와 시험 장비를 이용하여 콘크리트, 철근 및 마감 재료 등에 대한 품질검사를 실시하고, 결함이 발견되면 그에 따른 조치를 취해 사고를 예방할 수 있도록 한다. 
- 그 외 파괴시험, 비파괴시험, 토공사 점검, 마감공사 점검 등의 업무를 수행한다.",4천만원 ↑,42,건설공사품질관리원,"- 건설시공 및 설계, 재료, 토질, 지반의 특성 등에 대한 지식과 이해가 요구되며, 시험 장비들을 자유롭게 사용하고 검사 결과를 정확하게 분석하고 판단할 수 있는 능력이 필요하다. 
- 건설공사의 부실은 대형 사고를 유발할 수 있으므로 책임감을 가지고 성실하게 업무를 수행하는 태도가 요구된다.","건축품질시험기술사, 건설재료시험기능사, 건설재료시험산업기사, 토목품질시험기술사, 건설재료시험기사","17, 18, 20, 13, 588, 590","건축공학과, 건축과, 건축학과, 도시건설과, 토목공학과, 토목과"
"- 건설기계운전원은 건설 공사에 필요한 다양한 작업을 위해 각종 건설 기계를 운전한다.
- 작업지시서 또는 작업현장을 파악하고 작업에 필요한 부품, 작업시간, 작업절차 등을 결정한다. 
- 기계의 작동상태를 검사하고 작업지시에 따라 건설기계를 조종하여 작업한다. 
- 예정된 절차와 순서에 따라 중기를 운전, 조작하여 작업을 수행하고, 작업의 정확도를 확인하고 필요한 수정을 한다. 
- 대표적인 건설기계인 불도저는 땅을 깎거나 평평하게 하고, 굴삭기는 땅을 파서 흙을 트럭에 싣거나 강이나 호수의 바닥을 준설하고, 암석이나 도로 등을 파쇄 한다. 지게차는 원목, 철재, 제품 등을 적재하고 운반하며, 기중기는 철제 빔 등의 무거운 물건을 들어 올려 다른 장소로 옮긴다.
- 작업지시서 또는 작업현장을 파악하고 작업에 필요한 부품, 작업시간, 작업절차 등을 결정한다.
- 예정된 절차와 순서에 따라 중기를 운전, 조작하여 작업을 수행한다.
- 하수, 배수, 물, 기름, 가스 또는 유사한 파이프라인을 위한 도랑을 파는 기계를 조작한다.
- 흙, 모래, 눈 및 기타 물질을 이동, 분배 및 정지하기 위하여 강철 날이 달린 기계를 조작한다.",4천만원 ↑,77,건설기계운전원,"- 건설기계운전원은 공간 판단력, 손발의 협응 능력과 손재능이 필요하다.
- 거친 건설 현장에 적응할 수 있는 체력과 기계나 장비를 잘 다룰 수 있어야하며 간단한 정비 능력을 갖추어야한다. 
- 정교한 손놀림과 성실함과 책임감이 있어야 한다. 
- 현실형과 진취형의 흥미를 가진 사람에게 적합하며, 남에 대한 배려, 꼼꼼함, 독립성 등의 성격을 가진 사람들에게 유리하다.","지게차운전기능사, 굴삭기운전기능사, 불도저운전기능사, 로더운전기능사, 모터그레이더운전기능사, 룰러운전기능사, 아스팔트피니셔운전기능사","86, 87, 459, 461, 463, 464, 495, 496","기계공학과, 기계과, 전기공학과, 전기과, 전기전자공학과, 전기전자과, 제어계측공학과, 제어계측과"
"- 건축공학기술자는 건축물의 공사에 대하여 전체적인 관리와 감독을 하고 구조를 설계하거나 기타 시공에 관련된 기술적 자문을 한다.
- 건축공학기술자는 공사가 설계도면에 따라 진행되는지 관리·감독할 뿐 아니라 공사 현장의 안전, 환경, 건축물의 품질, 공사를 위한 재료나 인력 등도 관리·감독한다.
- 공사 기간이나 시공 방법, 건설기능사 및 인부 등의 투입 인력의 규모, 건설기계 및 건설자재 투입량 등의 세부공정을 수립하고 시행한다.
- 이외에도 건축물에 대한 구조설계를 하거나 건축 구조물에 대한 구조계산 및 시공에 관한 일을 한다. 
- 공사가 설계에 따라 제대로 진행되고 있는지 감독하고 현장관리를 한다.
- 건설기능공이나 인부들의 기술적인 문제를 해결하고 안전사고 예방을 한다. 
- 견적, 발주, 설계변경, 원가관리 등의 행정적인 업무를 한다. 
- 업무에 따라 작업지시를 하는 공정관리기술자, 경제적이고 고품질의 시공이 이루어지도록 하는 품질관리기술자, 생산성 향상 및 건설 현장의 안전을 담당하는 안전관리기술자, 환경오염을 최소화하는 환경관리기술자로 분류하기도 한다.",4천만원 ↑,46,건축공학기술자,"- 건축공학기술자는 다양한 건축물을 설계하는 일이 많기 때문에 창의력, 합리적인 사고, 공간 지각력이 필요하다.
- 단순 노무를 하는 사람부터 고급 기술을 갖춘 사람들까지 다양한 사람들과 함께 일을 하는 경우가 많으므로 원만한 대인관계가 요구되며, 일정 기간 건설현장에 근무해야하므로 신체적 강인함도 요구된다. 
- 건축공학기술자가 필요한 지식은 공학과 기술, 디자인, 물리, 안전과 보안, 기계 등이다.
- 예술형과 탐구형의 흥미를 가진 사람들에게 적합하다.","건축산업기사, 건축기사, 건축구조기술사, 건축설비산업기사, 건축설비기사, 건축사, 건축일반시공산업기사, 건축일반시공기능장, 건축시공기술사, 건축목공산업기사, 건축목재시공기능장","17, 18, 20","건축공학과, 건축과, 건축학과"
"- 건축사는 건축주(고객)의 의뢰를 받아 조형미, 경제성, 안전성, 기능성 등을 고려하여 주택, 사무용 빌딩, 병원, 체육관, 교회 등의 건축물을 계획하고 설계하는 일을 한다.

- 국가로부터 전문자격을 인정받은 건축사는 전문지식을 바탕으로 건축계획안 및 설계 도서를 작성한다. 

- 설계도서 내용들이 시공과정에 정확히 반영되는지를 확인하는 감리업무를 통해 건축주 및 시공자에게 공정한 조언과 기술 지도를 한다.",4천만원 ↑,1277,건축사,"- 건축사는 문화적인 현상을 관찰하고 창조적으로 탐구하는 것을 좋아하는 사람에게 적합하다. 

- 다양한 건축물 설계 및 도면 작성, 건축구조물의 보수 및 재건축을 하는 일이 많기 때문에 창의력, 합리적인 사고, 공간 지각력이 필요하다.

- 구조물의 설계, 변경 및 보수, 디자인 작업 등에 있어서 단순 노무를 하는 사람부터 고급 기술을 갖춘 사람들까지 다양한 사람들과 함께 일을 하는 경우가 많으므로 원만한 대인관계가 요구된다. 

- 건축설계를 위한 아이디어를 창출해야 하고 설계 및 시공 마감일에 쫓기며 일할 때가 많으며, 건설현장에서 근무하는 경우가 있어 신체적 강인함도 요구된다.

- 여러 사람들을 관리하고 작업을 지시해야 하기 때문에 리더십이 필요하고, 마감일까지 공사를 완공해야 함으로 책임감과 진취성이 요구된다.",,"17, 18, 20, 10018, 10024","건축공학과, 건축과, 건축학과, 실내디자인과, 실내디자인학과"
"- 검사는 범죄 사건을 수사하고, 범죄 여부를 판단하기 위해 범죄의 의심을 받는사람(피의자)에게 법원의 심판을 구하는 일을 담당한다.
- 형사 사건의 경우 사법 경찰관 등을 지휘하여 사건의 제반사항을 조사하고, 또 사건 관련 증거를 수집하고 이를 분석하고 사건에 적용할 규정이나 기타 법적 문제를 검토한 후 법원의 재판을 요구한다. 
- 사건의 범죄 여부를 판단하기 위해 범죄의 의심을 받는사람(피의자)의 심판을 법원에 요구하며, 사건에 적용할 법적 규정이나 기타 법적 문제를 검토한다. 
- 해당 사건에 관한 타당한 결정이나 방침, 규정 및 기타 법적문제를 검토한 후 공소를 제기하고 피고를 기소 또는 방면하기 위한 증거를 제시한다. 
- 법원에 정당한 법령의 적용을 청구한다. 
- 민사사건에 관하여, 금치산·한정치산 선고의 신청권, 부재자의 재산관리 관여권, 회사의 해산명령 청구권, 외국회사 지점의 폐쇄명령 청구권 등을 행사하기도 한다.
- 국가를 당사자 또는 참가인으로 하는 소송을 수행하거나 행정소송의 수행을 지휘 감독한다.",4천만원 ↑,199,검사,"- 주어진 상황을 논리적으로 분석하여 합리적인 결론을 도출할 수 있는 능력을 가지고 있어야 하며, 법률에 대한 해박하고 전문적 지식이 요구된다. 
- 법률지식 외에도 철학, 사회학, 인류학, 역사 등에 대한 기초 지식이 필요하다. 자신의 생각을 논리정연하게 표현할 수 있는 글쓰기 능력과 의사소통 능력이 요구된다. 
- 양심에 의해 법률을 해석하고 판단해야하므로 공정하고 정의롭게 행동하려는 자세가 필요하다. 
- 사회형과 관습형의 흥미를 가진 사람에 적합하다",변호사,203,법학과
"- 게임기획자는 PC 게임, 네트워크 게임 등 게임용 소프트웨어 제작과 관련된 모든 사항들을 총괄적으로 지휘하고 감독하는 일을 담당한다.  

- 게임 시장 조사 등을 통해 소비자들이 좋아하고 원하는 게임이 무엇인지를 파악하고, 새로운 게임 제작을 위한 아이디어를 구상하여 이에 대한 기획안을 작성한다.  

- 게임의 장르와 대상 연령층, 게임 난이도, 게임의 각종 캐릭터의 역할 및 특징, 기본적인 스토리 전개 등을 설정하고, 그래픽 디자이너, 프로그래머 등과 함께 본격적으로 게임 프로그램을 제작한다. 

- 게임소프트웨어에 대한 베타테스트를 하고 시연회에 참여하는 등 홍보 업무를 하기도 한다.

- 대사를 작성하는 등 세부적인 게임 시나리오를 작성하고, 기획의도를 이해하기 쉽게 그래픽디자이너나 프로그래머 등에게 전달한다. 

- 게임이 제작되어 상품화가 되었을 때 시장진입이나 판매고의 수익을 올릴 수 있을 지를 판단,결정한다. 

- 게임의 제작이 완료되면, 게임의 홍보와 마케팅 전략, 배급 등에 대한 계획을 수립하고 실행한다.",4천만원 ↑,923,게임기획자,"- 시장 조사 결과를 바탕으로 게임을 즐기는 사람들이 무엇을 원하는지 파악해낼 수 있는 통찰력과 새로운 게임 소재를 발굴해낼 수 있는 창의력, 기획력이 요구된다. 

- 게임 산업 전반에 대한 지식과 이해뿐 아니라 마케팅과 홍보에 대한 기본적 지식을 가지고 있어야 하며, 게임을 좋아해야 하고 영화, 만화, 소설 등 다양한 문화 장르에 대한 지식이 요구된다. 

- 게임의 개발은 보통 팀 단위로 이루어지기 때문에 다른 팀원들과 원활한 관계를 유지할 수 있어야한다.",게임기획전문가,"10117, 469, 490, 569","응용소프트웨어공학과, 전자공학과, 정보통신공학과, 컴퓨터공학과"
"- 경비원은 아파트, 주택, 사무실 등 각종 건물 및 시설물을 관리하며, 건물 내의 거주자들을 화재, 도난, 불법침입으로부터 보호하기 위해 출입자 통제, 내방객 안내 등의 업무를 담당한다. 

- 건물에서 방문자의 출입을 점검하고 입주자에게 필요한 정보를 제공한다. 

- 건물을 관리하며 간단한 수선 및 정비를 한다. 

- 도난, 화재 및 불법침입 등 기타 위험을 방지하기 위한 경계업무를 한다.

- 소음 등 공동생활에 문제를 일으킬 수 있는 건물 사용자의 행위를 규제한다.

- 소음 및 재산의 잘못사용과 같은 문제에 있어서 거주자 및 기타 건물 사용자의 행위를 규제한다. 

- 거주자 대신 배달물을 접수하거나 방문자에게 필요한 정보를 제공하는 등 부재중인 거주자를 위하여 소규모의 서비스를 제공한다.",2천만원 ↓,358,경비원,"- 건강하고 강인한 체력을 가지고 있어야 하며, 개인의 생명과 재산을 보호하는 중요한 임무를 수행하므로 이에 대한 철저한 책임의식이 요구된다. 

- 위급 상황 시 신속하게 대처할 수 있는 신속함과 정확한 판단력, 위기대처능력이 요구된다.  

- 관습형과 현실형의 흥미를 가진 사람에게 적합하며, 정직, 자기통제 능력, 남에 대한 배려, 스트레스를 감내할 수 있는 성격을 가진 사람들에게 유리하다.",경비지도사,"26, 27, 28, 10041","경찰행정과, 경찰행정학과, 경호스포츠과, 경호학과"
"- 경영컨설턴트는 기업경영에 관한 문제점을 분석하고 대책을 연구하며, 사업추진에 관한 상담과 자문을 제공한다.
- 기업의 인사, 조직, 노무, 사무관리에 진단과 지도를 돕는다.
- 효율적인 경영을 위해 재무관리와 회계의 진단과 지도를 돕는다.
- 물품의 생산, 유통관리, 판매관리 및 수출입 업무에 대한 상담, 자문, 조사, 분석을 한다.
- 기업 경영의 전반에 대한 상담, 자문, 조사, 문석, 평가, 확인, 대행 등을 수행한다.
- 기업으로부터 컨설팅 업무를 위탁받기 위해서는 관련 프로젝트를 수주받는 것이 일반적이며 프로젝트 제안서를 작성하고 발표한다.",4천만원 ↑,202,경영컨설턴트,"- 논리적 사고방식과 내부적 상황에 구애받지 않고 경영상의 문제점을 진단, 권고할 수 있는 객관성과 확고한 주관, 판단력 그리고 해결을 위한 창의력 등이 필요하다. 
- 다양한 사람들과 접하며 원활하게 업무를 수행해야 하기에 사교성, 유연한 의사소통능력, 외국어 실력도 갖추어야 한다.
- 진취형과 사회형의 흥미를 가진 사람에게 적합하며, 신뢰성, 분석적 사고, 혁신 등의 성격을 가진 사람들에게 유리하다.","경영지도사, 기술지도사","23, 25, 59, 70, 72, 203, 250, 286, 330, 662","경영학과, 경제학과, 교육학과, 국제통상학과, 무역학과, 법학과, 산업공학과, 세무학과, 심리학과, 회계학과"
"- 경제학연구원은 재화와 용역의 생산, 분배 및 교환으로부터 발생하는 여러 경제적ㆍ사회적 문제들을 해결하기 위해 경제학의 원리와 이론을 적용하여 합리적 해결방법을 연구한다. 
- 금융, 노동, 농업 등 전문분야의 경제적, 통계적 자료를 연구하며, 고용, 생산성, 임금과 시간 등 연구영역에 관련된 자료를 수집한다. 
- 경제관계 자료를 검토하고 분석하여 연구결과를 도표적인 표시로 나타낼 수 있도록 준비한다. 
- 자금의 공급방안, 국내 및 국제간의 화폐정책, 투자 및 자금전환을 규제하는 등의 경제정책을 수립하는데 도움을 주기 위한 연구를 수행한다.",4천만원 ↑,203,경제학연구원,"- 금융·노동·농업 등 전문분야의 경제적·통계적 자료처리능력, 경제학, 경영학, 회계학 등 경제 전반에 대한 지식을 가지고 있어야 하며, 사회 전반의 경제 현상에 대한 조사와 분석활동이 많으므로 통계분석을 위한 기본적인 수리능력과 통계 관련 프로그램의 활용능력이 요구된다. 
- 사회의 구체적인 문제들에 늘 관심을 가지고 이를 논리적으로 분석, 해결 방안을 모색하는 것을 즐기는 자세와 경제학 연구 결과를 보고서로 작성할 수 있는 논리적이고 분석적 글쓰기 능력이 요구된다. 
- 탐구형과 관습형의 흥미를 가진 사람에게 적합하며, 분석적 사고, 꼼꼼함, 성취 등의 성격을 가진 사람들에게 유리하다.",,"25, 107","경제학과, 농업경제학과"
"- 경찰관은 국민의 생명과 재산을 보호하는 역할을 한다.

- 범죄 수사를 통해 범인을 잡고, 안전한 사회를 만들기 위해 노력한다.

- 해킹, 인터넷사기, 사이버명예훼손 등 사이버 공간의 안전을 위협하는 사이버범죄를 수사한다.

- 교통단속과 교통사고 예방을 위한 계획을 세우는 등 교통의 안전과 원활한 소통을 위한 일을 한다.

- 외국인과 관련된 범죄 수사 활동 및 정보 활동, 국제형사경찰(인터폴) 업무를 담당한다.

- 중요 인사의 경호업무, 비상훈련 실시 등 작전에 관한 업무를 수행한다.

- 치안에 관련된 정보를 수집하고, 보안경찰은 간첩을 잡는 일을 한다.

- 정보화 관련 신기술 및 정보통신 보안 업무를 통해 치안 환경을 만든다.",3천만원 ↑,359,경찰관,"- 경찰관은 범죄수사업무에 있어 추리력과 판단력이 필요하며, 강인한 체력과 순발력이 있어야 한다.  

- 민원인 등을 대할 때는 융통성과 인내심, 자기 통제력 등이 있어야 하며, 국가와 국민을 위해 일한다는 봉사의식과 사명감을 갖추고 있어야 한다. 

- 정직성과 시민과의 원활한 관계를 위해 사회성도 요구된다.

- 사회형과 진취형의 흥미를 가진 사람에게 적합하며, 남에 대한 배려, 리더십, 분석적 사고등의 성격을 가진 사람들에게 유리하다.",자동차운전면허 1종,"27, 203, 630","경찰행정학과, 법학과, 해양경찰학과"
"- 경호원은 경호 대상자의 신변을 외부의 위협으로부터 보호한다. 
- 경호대상자의 신상명세와 고객의 경호내용을 확인하고 위험한 요인이 무엇인지 파악하여 적절한 경호방법을 선택하여 경호계획을 수립한다. 
- 필요 시 경찰의 도움을 받아 경호대상 및 목적, 투입인원, 경호지역 등을 알린다. 
- 예측할 수 없는 각종 위험으로부터 경호대상의 신변을 지킨다.
- 방문자의 출입을 점검하고, 불법침입 및 도난 등의 위험을 방지한다.
- 사전 정찰 및 안전조사를 실시하여 경호지역의 위해요소를 제거하고 안전을 확보한다.
- 경호대상자와 함께 이동하고, 신변에 위협을 줄 수 있는 모든 요소를 확인해가며 안전을 확보한다. 
- 박람회나 전시회, 콘서트 등의 행사장을 경호할 때는 행사장의 질서를 유지하고, 사람들의 출입을 통제하며, 특정인의 돌출 행동을 막는 업무를 주로 수행한다.
- 테러ㆍ도난 등에 대한 정보를 입수하고 사전에 정찰하여 각종 위험요소를 제거한다.",3천만원 ↑,360,경호원,"- 경호원은 기본적인 체력과 운동신경이 있어야 하며, 정확한 상황 판단력과 순발력, 공간지각력 등이 필요하다.
- 어떤 상황에서라도 의연하게 대처할 수 있는 자기 통제력과 책임감, 사명의식, 민첩성 등이 필요하다.
- 나보다 남을 먼저 배려하는 희생정신과 협동심을 갖추고 있어야 한다. 
- 진취형과 현실형의 흥미를 가진 사람에게 적합하며,  자기통제 능력, 인내심, 성취욕 등의 성격을 가진 사람들에게 유리하다.",경비지도사,"26, 27, 28, 160, 162, 203, 241, 242, 552, 639","경찰행정과, 경찰행정학과, 경호스포츠과, 무용과, 무용학과, 법학과, 사회체육과, 사회체육학과, 체육학과, 행정학과"
